id,additions_api,deletions_api,changed_files_api,n_comments,dir_count_api
2583817801,3763,0,19,5,4
2580095745,10373,5395,34,38,8
2434855949,1278,1147,36,0,14
2429887749,10,1,1,0,1
2542791434,42,42,21,1,21
2558918327,2,2,2,2,1
2449929704,1,1,1,0,1
2619593465,10,12,1,0,1
2578786232,1,1,1,0,1
2564827914,17,17,1,0,1
2591406037,8906,0,31,33,10
2487279086,1,0,1,0,1
2530024859,2775,4,14,21,4
2444161151,53,6,4,0,3
2358992872,70,5,3,1,2
2542873094,0,4,1,2,1
2553341049,323,71,6,5,2
2361857396,1,0,1,5,1
2489132014,459,16,45,11,21
2359825725,24,0,2,2,2
2620773980,455,230,10,2,2
2278672274,4,2,2,10,2
2553691299,30,0,2,3,1
2525223974,45,11,5,1,3
2532381468,7,7,2,0,2
2590148660,2,2,1,2,1
2302405149,5,7,2,0,1
2560310271,62,6,4,1,2
2448116245,7,0,3,7,3
2361538891,6,0,2,6,1
2582462465,1756,2,7,0,4
2458041355,11,18,2,2,1
2382067611,66,77,2,0,1
2431710918,11,11,4,0,3
2400393086,52,7,5,2,4
2560323466,3,3,2,0,1
2507791513,16,21,9,0,7
2364397507,166,55,14,0,7
2369073321,8,0,2,0,2
2338454215,78,11,4,1,3
2622683353,46,11,2,8,2
2535425194,39,14,3,11,3
2444462720,226,259,9,1,2
2428766271,7,7,5,3,1
2348586843,1,0,1,3,1
2489663458,11,5,2,0,2
2440518512,3,3,1,0,1
2257025799,169,137,2,0,1
2260295346,142,37,10,56,5
2355738754,17,14,3,1,2
2432695497,88,94,30,0,5
2298248753,5,5,3,0,3
2366394279,69,9,3,0,2
2331078049,13,12,1,4,1
2268135960,97,37,4,5,2
2381882808,18,24,3,1,3
2439937240,5,5,2,0,1
2288308091,354,314,2,1,1
2529455607,3,3,2,0,2
2327381029,3,2,1,1,1
2458169310,2,2,1,0,1
2543587315,104,0,2,6,2
2305996944,24,21,11,1,9
2312182405,1,1255,31,1,11
2417174765,7,7,3,3,2
2313310067,160,79,6,0,5
2380075067,142,50,8,2,3
2293945287,79,0,3,5,3
2382948089,171,118,8,2,3
2599833836,7,7,3,2,2
2451568677,9,9,2,1,1
2380737092,24,9,4,0,2
2286113530,119,119,2,2,1
2337843169,1,1,1,0,1
2370706839,113,113,2,1,1
2465387585,118,4,2,1,1
2564815931,220,0,1,4,1
2305101202,43,36,2,1,2
2446042508,121,113,1,1,1
2404891976,1,1,1,0,1
2539607997,72,58,13,1,10
2299775746,7571,264,74,176,42
2266805616,9,1,3,0,2
2556710275,24,1,1,5,1
2308274129,8,0,1,1,1
2543744201,1311,160,31,5,2
2619799606,96,0,3,0,2
2333585258,13,12,3,1,2
2527701837,43,61,2,0,2
2375948339,8,0,1,1,1
2396898805,1,1,1,0,1
2284166763,1,14,3,2,3
2351063494,8,244,2,1,2
2261346548,8,8,4,0,4
2264445875,179,0,10,3,2
2470747681,51,51,2,0,2
2534547164,65,16,4,8,2
2452623588,25,6,1,9,1
2579414807,645,1,8,0,3
2445504297,1,1,1,2,1
2333076476,7,3,1,1,1
2413978974,254,24,2,5,2
2451114272,124,17,6,1,5
2498466714,70,70,1,0,1
2395771607,1,0,1,1,1
2512266582,3055,287,36,15,8
2515866115,173,0,1,8,1
2368859468,6973,0,38,16,6
2528635071,7,1,2,1,2
2382944065,2,2,2,1,2
2408665301,11,7,1,3,1
2516588693,14,2,4,1,4
2276494714,32,134,5,0,4
2608444292,59,52,1,0,1
2361958110,38,0,1,0,1
2287229253,173,42,15,12,10
2313237915,4,4,1,0,1
2570141282,3149,14,40,8,10
2468379953,2,1,1,1,1
2569356508,558,0,4,2,3
2596062099,9,19,1,1,1
2303153623,33,9,5,1,4
2394059165,21,1,1,0,1
2523130576,44,6,3,4,2
2294042246,45,0,3,1,1
2462334189,10,2,1,0,1
2551459402,37,0,1,0,1
2381033827,1090,58,10,0,1
2319795067,0,0,0,0,0
2570756598,1,1,1,1,1
2594833141,1,0,1,0,1
2345981529,10188,8347,120,1,21
2580843042,116,12,14,2,8
2344295224,1,1,1,0,1
2426277361,7,1,1,0,1
2574474731,475,113,33,6,15
2377661814,6,3,4,0,2
2584117574,17,28,4,1,3
2539699579,27,13,3,1,2
2585126544,64,45,17,0,6
2379148000,96,149,7,0,3
2577193771,552,560,23,1,5
2568066520,42,15,12,0,6
2568977939,1,0,1,0,1
2568273252,5,0,1,0,1
2575240359,6,1,2,7,2
2579736859,9,1,4,2,3
2569571085,102,12,9,3,5
2571249420,48,25,14,1,6
2615862197,67,1,4,3,2
2565177182,9,9,2,0,2
2568032443,3,2,1,0,1
2574116023,55,35,16,0,6
2583128833,54,27,14,0,6
2353742408,100,30,5,0,2
2430271869,32,34,5,0,3
2573462864,1,1,1,0,1
2269000191,1,1,1,3,1
2496302348,0,1,1,3,1
2573546322,101,4,6,0,2
2542486098,2,2,1,3,1
2279117581,166,42,11,6,9
2495870826,187,25,4,4,1
2546391345,27000,29129,146,3,42
2504521028,17,13,3,3,2
2433598142,24,22,6,5,4
2517155372,8,13,2,2,1
2380235971,419,404,99,4,13
2487597296,4,6,4,3,4
2607278426,59,36,3,0,2
2608246463,139,7559,4,0,1
2489106421,549,421,40,0,12
2583854868,1,0,1,1,1
2547195054,276,61,9,0,4
2380351858,1410,9229,4,5,1
2547361344,82,142,8,0,3
2546957777,307,309,18,2,4
2557778181,609,129,12,5,7
2546778920,159,47,10,1,2
2546447708,200,118,9,1,1
2546758314,25,6,6,0,1
2545376568,3867,1332,150,2,15
2545744360,385,122,19,1,3
2546871256,178,56,11,0,5
2504567964,284,79,3,1,2
2546230014,517,368,35,6,5
2495330936,75,24,2,0,2
2306914467,2,0,1,1,1
2303625534,37,7,2,3,2
2303479898,20,36,2,5,2
2260441374,144,10,5,4,3
2489389702,100,25,3,1,2
2272081298,474,49,7,3,6
2301968361,1,1,1,1,1
2543172477,34,35,2,2,2
2455759309,87,12,2,12,2
2337700846,8,1,2,3,1
2286936119,373,84,15,4,8
2610958081,6432,6860,830,20,19
2399640806,1083,0,18,6,15
2420327470,64,371,6,3,2
2331266758,982,180,37,2,13
2569687306,47,2,1,2,1
2296061934,0,1,1,2,1
2506199692,2088,694,46,3,21
2343872615,1526,0,2,2,1
2257939947,178,143,8,5,3
2291386657,1945,6,12,4,7
2402507335,452,67,7,20,7
2285489210,157,38,5,2,5
2389918400,3,3,1,3,1
2533485875,1,1,1,2,1
2496802096,1131,58,13,13,6
2361949938,766,418,9,5,7
2324261949,49,27,9,3,4
2325260235,55262,22544,255,5,27
2297860046,212,135,10,3,6
2597594281,139,0,2,7,1
2258107647,6,2,5,3,5
2480226947,946,0,1,2,1
2326576913,1166,1619,22,18,4
2383964014,2662,338,54,36,28
2405191622,486,479,7,7,6
2513299472,73,19,2,3,2
2400813849,8439,747,140,15,37
2516516109,13,0,2,2,1
2519061854,1072,886,8,13,7
2454841034,640,1,8,8,6
2257823162,12,31,2,2,1
2315949481,65,34,6,6,5
2424187155,361,358,13,2,6
2436920877,312,22,10,7,8
2481519847,1,1,1,3,1
2355805138,46,1,2,5,2
2330651068,122,1,3,3,3
2289641943,1836,0,2,2,1
2303687543,5,0,1,3,1
2352743534,2162,1577,26,40,15
2391311584,25,0,1,1,1
2589834192,88,0,2,9,1
2427800087,1,1,1,2,1
2483429223,7,0,1,2,1
2337771326,62,14,4,3,4
2353057321,4,0,1,4,1
2493560461,291,16,12,11,8
2376425978,1757,14,14,23,10
2496866596,56,0,2,3,1
2341398834,5,1,2,3,2
2391309914,283,80,5,16,5
2302638470,2,6,3,3,3
2344813558,42,5,2,4,2
2334776056,8719,6644,14,5,3
2507107743,1,1,1,3,1
2305916890,14,5,19,2,3
2452731499,90,11,2,3,2
2564154320,8,1,1,0,1
2514831592,55,62,3,2,3
2329543118,39,27,2,0,2
2317921458,126,10,6,9,5
2370655155,12,90,2,5,1
2331904140,1,1,1,0,1
2352938514,39,47,2,0,2
2344947641,163,62,2,0,2
2580610337,703,0,3,0,2
2483312044,15,10,2,0,2
2550110952,81,72,2,0,2
2512213636,1121,38,62,4,12
2617546282,147,16,2,4,2
2357373629,18,1,1,1,1
2450858285,4,8,2,0,2
2377040932,43,2,2,0,2
2550309782,2,1,1,0,1
2540061741,188,27,4,1,3
2513475786,638,0,3,0,2
2552458328,4,265,2,1,2
2398817362,32,14,3,1,3
2401384302,4444,0,16,1,7
2407665373,9,3,1,0,1
2513471326,140,10,3,15,3
2386227625,0,55,1,0,1
2595934921,10,10,1,0,1
2392098690,2,1,2,0,2
2573768662,489,0,4,13,2
2544176279,25,0,1,0,1
2359999951,403,0,3,9,2
2373925534,9,9,2,0,2
2431143133,102,11,3,6,2
2408093036,3,1,1,0,1
2266669110,354,26,3,0,2
2269279595,59,2,2,0,2
2389128937,27,26,3,1,2
2443896859,18,2,1,1,1
2402566366,133,12,2,1,2
2419055321,89,15,2,0,2
2588002374,87,3,3,4,3
2582437945,77,0,3,7,1
2480314346,359,0,3,8,2
2294465832,34,1,2,0,2
2273965626,45,1,2,6,2
2259878216,18,24,2,10,2
2295235213,434,209,6,0,5
2303024432,24549,49261,656,0,50
2259390052,127,49,2,3,2
2582830760,2531,3427,1,0,1
2334576796,101,11,4,3,4
2304631547,16,11,1,4,1
2445060134,113,16,2,0,2
2551497414,40,0,2,3,2
2525207935,25,164,2,0,1
2540005310,3,2,1,0,1
2334051357,257,142,3,0,2
2443491810,5,2,2,0,2
2559740994,27,22,2,0,2
2318572099,2,2,1,6,1
2582940000,0,2,1,0,1
2502255862,44,67,1,0,1
2400205724,12,7,3,1,2
2383332029,1,0,1,1,1
2596703309,30,113,2,0,2
2594804460,7,7,2,0,2
2552633641,17,7,2,4,2
2340196923,634,258,3,50,2
2616350431,622,370,2,0,2
2593517010,39,105,8,1,2
2596032834,90,121,2,2,2
2384986323,0,6,1,1,1
2274027926,1855,0,3,2,2
2376571152,505,352,4,18,4
2292420666,3,3,1,0,1
2282314792,16,1,2,0,2
2334880148,22,1,2,1,2
2341605452,18,4,2,1,2
2574401083,33,26,6,0,5
2432191449,25,0,2,0,2
2288868797,2,2,2,4,1
2396520749,0,296,1,0,1
2538993504,4,8,1,0,1
2568241997,2,2,1,3,1
2363562560,1,1,1,0,1
2413225736,97,139,17,11,10
2349601878,0,0,0,3,0
2523726246,724,0,3,0,3
2553376270,5,0,2,3,2
2304795978,36,1,2,10,2
2528445030,10,0,2,5,1
2267278110,196,17,9,79,7
2612949499,23,23,1,0,1
2536136860,1,3,1,7,1
2324049421,6,0,1,3,1
2580721695,11,6,3,0,3
2360079858,20,15,1,2,1
2444612279,5,2,1,7,1
2419371336,658,479,15,18,10
2586756588,1463,54,5,0,4
2457578463,5,4,1,0,1
2400245834,103,71,8,1,4
2397690491,178,108,18,0,6
2478723410,258,0,6,0,6
2413626092,61,10,10,0,4
2389107474,193,102,12,0,10
2595186934,24,1,5,1,3
2567598519,20,6,3,0,3
2407403171,12,11,8,1,7
2549182433,3,3,1,0,1
2567239545,153,5,4,0,3
2561404891,5,2,2,3,1
2488556856,3,3,2,0,1
2419975672,69,38,7,3,6
2571178608,31,0,4,0,2
2564562520,14,16,5,0,4
2578506303,107,27,5,0,4
2406665636,548,518,3,2,2
2365091294,82,13,6,0,5
2357657183,4,4,1,0,1
2429243409,12,3,5,0,3
2394431926,153,76,11,0,7
2546723477,0,0,1,0,1
2371342958,940,95,33,21,14
2586684986,16,0,2,0,2
2590761948,2155,125,25,1,16
2507551245,11696,2626,152,2,28
2555199228,26,22,1,3,1
2587224286,48,5,3,0,2
2537773238,10,2,1,0,1
2356414725,8,37,2,1,2
2499261568,19,4,3,0,2
2362794112,0,90840,121,0,9
2378798245,413,920,65,33,22
2609002071,59,14,2,4,1
2592053669,186,28,29,55,13
2374030792,9,1,1,2,1
2299590833,42,12,1,0,1
2597666759,461,0,1,4,1
2334049940,6,1,1,0,1
2375259369,4,2,1,2,1
2479699007,5,3,2,1,1
2479712134,4,1,1,0,1
2499208109,669,54,10,45,2
2299613217,125,29,2,1,1
2598657941,3,0,1,1,1
2365106128,2,0,1,0,1
2607478321,1,1,1,3,1
2578855898,0,14,1,2,1
2593333579,50,26,6,4,4
2606439682,1,1,1,0,1
2374159047,14,4,1,0,1
2380375704,1428,1854,22,5,7
2423549474,655,191,9,1,8
2441329180,23835,6327,114,1,20
2592756018,0,8,5,1,1
2299301589,9,3,1,3,1
2586564093,0,2,2,0,2
2485821762,540,53,4,4,4
2466028426,159,0,4,1,2
2423785291,671,192,9,1,8
2390050288,2310,519,37,44,23
2594137789,3,3,1,4,1
2477679801,2391,454,21,1,12
2540997654,24,8,1,0,1
2396186860,170,13,63,11,15
2537270596,3,3,1,1,1
2300517880,108,42,3,1,2
2601720750,1,0,1,7,1
2300522053,14,5,1,1,1
2395358807,126,9,3,3,1
2525345732,54,42,2,7,2
2289250040,151,38,5,1,4
2395441620,410,69,6,13,6
2363296852,137,19,23,8,15
2286092227,16,10,10,7,9
2323438273,5,0,1,5,1
2381336121,1089,6354,69,36,26
2324332692,32,16,11,6,8
2576370147,7,6,3,4,2
2311191436,32,16,11,4,8
2444684076,822,48,12,0,6
2286029810,20,13,12,6,9
2301534459,0,4113,49,12,12
2282684079,36,11,4,10,2
2622341759,157,1,2,8,1
2529912637,285,7,7,0,4
2451879325,3,3,3,0,3
2526001525,1672,79,11,0,7
2529918346,233,58,5,0,1
2529926386,289,8,8,0,5
2374224348,2,2,1,1,1
2498376895,9,2,1,2,1
2353410328,1,0,1,0,1
2525647070,8,0,1,1,1
2526009490,8,17,1,0,1
2441440471,276,11,4,3,1
2272274981,19,30,3,11,3
2387353700,1,1,1,0,1
2625218797,12,23,1,1,1
2525607465,1,1,1,0,1
2399463135,5,3,1,0,1
2565257900,16,7,4,0,3
2442916529,4,4,2,3,2
2530224094,46,107,11,0,4
2352002275,3,3,2,0,1
2541942492,19,0,4,2,4
2331475870,5,5,1,0,1
2410005803,24,7,5,0,2
2440447798,990,1193,5,5,4
2438553375,443,144,2,3,2
2345687467,7,5,2,1,1
2343862299,69,1,6,1,5
2440226413,21,1,2,2,2
2609136389,127,260,14,2,8
2568874119,1,1,1,2,1
2569163881,70,12,505,7,3
2440161794,4,3,4,1,2
2585485155,2,0,1,2,1
2444872643,650,256,19,2,18
2417779071,3,0,1,1,1
2273226437,171,53,42,1,20
2552645550,56,8,4,6,4
2585257731,370,343,2,3,1
2288974506,6,1,2,1,2
2566196771,101,76,22,3,19
2518066865,7,1,2,1,2
2523515282,1838,862,180,2,26
2455545330,1,1,1,2,1
2343974239,151,127,17,1,4
2604198366,1,1,1,2,1
2276622481,2,2,2,1,2
2313515178,24,24,4,1,3
2342727429,18,3,3,2,3
2452827770,5,31,6,1,4
2345603862,1276,228,36,4,21
2302138530,1,1,1,2,1
2589072810,1,1,1,2,1
2353657195,1,1,1,0,1
2438553076,320,341,2,2,1
2293275372,258,1945,3,3,3
2451651037,49,43,1,0,1
2533705921,4,1,1,1,1
2299798833,1,1,1,0,1
2331654454,27,8,4,3,4
2345639564,1,1,1,2,1
2337814357,374,3,9,0,4
2590309954,94,59,4,0,1
2287603793,1,1,1,0,1
2379991786,2,2,1,0,1
2415178280,11,11,1,0,1
2474807219,8,4,1,0,1
2311666718,85,46,1,0,1
2339752897,1,1,1,0,1
2309783635,198,5,12,1,8
2609074302,3,1,1,0,1
2371293893,186,25,4,2,1
2608608455,4,16,1,0,1
2316190860,278,0,8,0,8
2412546724,67,57,1,0,1
2286661323,166,224,2,0,1
2347856449,1,1,1,0,1
2594362858,25,29,1,0,1
2323324659,92,6,6,1,2
2438539377,165,165,3,2,2
2387771698,367,0,7,2,7
2355756936,77,2,4,5,4
2542943238,42,37,1,0,1
2391820610,227,0,8,1,7
2351284241,1,1,1,0,1
2354289540,17,1,3,0,3
2432451009,619,0,13,12,7
2316467531,329,0,7,0,7
2437789522,1,1,1,0,1
2281573752,4,4,1,1,1
2403815557,27,0,2,3,2
2475411025,173,60,5,0,2
2593457886,603,587,1,0,1
2268905127,1,1,1,0,1
2302848743,4,52,2,0,1
2327904675,84,6,8,1,3
2259170846,46,26,4,1,3
2508896643,3,6,1,0,1
2320723217,45,26,3,0,1
2259303873,26,30,2,0,1
2272633617,5,3,1,1,1
2332848378,250,36,13,18,3
2259072514,56,52,1,0,1
2576549202,672,496,5,0,2
2546419640,161,115,78,0,8
2531828881,213,0,4,0,1
2538287368,9,5,3,1,2
2544154932,21,0,1,0,1
2556468457,22,1,1,0,1
2546163516,21,21,18,0,2
2274981373,96,141,1,0,1
2499459830,10,4,1,0,1
2494478839,25,33,3,0,3
2524566879,120,0,4,1,3
2494427462,206,397,3,0,3
2292235540,4,4,2,0,2
2494462718,12,10,5,0,4
2293060463,22,18,3,0,3
2389027734,2192,2802,145,4,7
2292882220,4,3,1,0,1
2288421844,1,1,1,0,1
2290011157,226,191,3,0,3
2284188781,71,71,12,0,3
2269262831,19,27,3,0,2
2288408735,304,415,7,0,5
2282571050,6,4,1,0,1
2270619579,16,16,9,0,1
2270564889,10793,3235,15,0,6
2284167576,1,1,1,0,1
2270437213,6,4,2,0,2
2270484861,2,4,1,0,1
2282609816,216,244,52,0,8
2269139750,15,8,4,0,3
2261630215,616,587,106,2,5
2260778823,711,1138,69,0,8
2259551217,4305,9100,86,0,11
2268966888,1,1,1,0,1
2268949233,17,83,3,4,1
2269202548,14,25,2,0,1
2260834852,132,2482,7,0,4
2266185305,382,160,7,0,5
2266022945,239,833,7,0,3
2260796597,2380,2459,55,0,6
2263898642,3,13,2,0,2
2471353720,15,0,2,3,2
2264181823,37,29,2,0,2
2513667157,3193,0,10,9,3
2260760653,2,11,1,0,1
2345182256,6,4,1,5,1
2422850823,58,1,2,0,2
2609500189,115,16,3,3,1
2379716720,3,0,1,4,1
2439009094,43,19,2,8,2
2621699464,1,1,1,2,1
2270364418,5,1,1,0,1
2286389086,16,8,3,1,3
2524876152,340,16,1,1,1
2280856023,13,3,2,1,2
2428452255,35,2,1,0,1
2427567776,146,0,1,0,1
2407503017,4,0,1,2,1
2257382623,19,7,2,0,2
2566994837,56,1,3,7,2
2502161075,149,30,2,1,2
2426636383,51,26,1,2,1
2270000265,3,4,1,0,1
2609158718,34,69,4,3,3
2367149748,5,5,3,2,1
2306317972,325,0,6,2,5
2601878011,0,150,2,3,1
2574695372,4,4,3,1,1
2585777189,326,18,3,5,2
2588670843,11,11,2,2,1
2623048348,128,0,2,11,2
2524745818,30,0,2,0,2
2291077979,152,17,4,6,4
2396665872,29,80,2,0,2
2532388756,4,4,3,1,1
2523154432,19,6,1,3,1
2514925980,187,0,1,3,1
2433846101,95,95,3,3,3
2321773966,55,55,1,1,1
2425906177,79,7,1,2,1
2297781093,50,6,2,1,2
2544342474,19,19,5,2,3
2588154590,105,112,16,24,10
2510043295,32,12,2,7,2
2316583363,100,98,3,1,3
2349787649,25,39,1,6,1
2602227874,38,0,1,2,1
2288951954,5,0,2,4,2
2535276030,59,31,5,3,4
2345611046,56,0,2,1,1
2324241557,60,1,2,2,2
2299605693,996,240,13,1,7
2379914495,620,4,5,3,3
2624986413,545,4,2,4,2
2615794334,73,94,2,8,2
2583509362,3,3,1,1,1
2480990369,399,7,1,2,1
2596992929,75,3,2,3,2
2623088743,2249,2,10,6,4
2593868100,5,3,1,3,1
2608386132,102,0,1,1,1
2425540038,11,6,4,2,2
2594393699,45,4,3,3,1
2603227958,259,0,1,2,1
2503261711,331,0,1,1,1
2402692034,2204,1060,24,6,6
2549866408,64,48,9,1,7
2610289596,3,0,1,3,1
2258616771,61,23,4,0,4
2383538025,227,2,13,6,7
2301785115,0,6,2,1,1
2307603693,181,238,72,1,20
2565662676,140,20,2,3,2
2539202498,15,5,3,0,2
2490847346,76,76,1,0,1
2380274975,226,3,2,10,2
2421585261,381,101,8,5,7
2423304960,79,19,3,1,2
2496078033,162,65,1,1,1
2330222158,68,4,2,0,2
2571159425,249,17,7,33,7
2411764828,26,0,1,2,1
2620071047,534,10,2,2,2
2617450617,5,5,2,1,1
2318577879,2,0,1,1,1
2568697411,294,52,8,17,5
2265243714,72,8,2,0,2
2468602200,136,691,2,0,2
2463841750,164,4,4,1,4
2586045316,217,550,2,1,2
2320707485,1,1,1,6,1
2311395132,1,1,1,1,1
2493987344,1,1,1,4,1
2267280118,3,0,2,0,2
2273302739,3,3,1,0,1
2267796078,89,2,1,0,1
2366473152,2,0,1,7,1
2599283280,45,0,1,1,1
2453981087,240,148,4,2,2
2278244725,248,1,4,1,2
2506495465,67,7,3,12,3
2590345700,316,335,6,3,2
2582050274,209,85,2,9,1
2624062464,259,190,6,5,4
2409417159,1991,1,18,5,10
2310774188,11,4,2,3,1
2416987762,14,10,3,4,3
2286020833,29,25,2,5,2
2596575773,6,6,2,7,1
2368711254,40,41,2,9,1
2424549189,145,9,1,6,1
2310011320,3760,4669,245,8,25
2616111350,9,1,3,4,2
2619901964,1,1,1,9,1
2313339743,184,184,2,3,1
2579991903,71,60,6,5,4
2428586228,453,348,4,6,2
2368769200,87,87,2,4,1
2536954288,43,19,2,4,2
2290337879,196,6,8,22,5
2508664511,1045,1,10,33,7
2483120959,10,5,1,4,1
2544612423,121,119,2,4,1
2471803684,29,29,2,9,1
2561502237,361,366,2,7,1
2279176635,191,7,9,5,7
2315525999,1,2,1,22,1
2260900742,25,24,3,0,3
2373978615,2191,154,21,0,8
2347775344,362,0,2,1,1
2584745650,0,25,1,0,1
2605125965,344,0,4,5,1
2537690761,2,1,1,0,1
2399590844,257,329,12,9,5
2443744506,13,15,2,3,2
2607887133,1,1,1,1,1
2443864788,17,78,4,0,2
2497750262,16,15,1,1,1
2511844617,32,34,3,0,1
2395839007,76,79,3,0,2
2446321583,5,2,1,0,1
2288772617,73,52,5,6,2
2398802539,200,134,2,4,1
2392053179,8,0,1,0,1
2550165479,8,6,3,0,1
2301083699,21,204,3,0,2
2425740828,8,26,4,0,3
2567964087,22,22,5,0,4
2605973534,33,36,4,0,1
2474414937,472,94,7,3,1
2260578746,26,27,3,0,1
2591971574,1,1,4,1,2
2288671373,1,1,1,0,1
2487764120,33,5,4,3,4
2611882222,118,5,6,4,3
2527529501,165,35,11,1,6
2493047120,2,2,2,0,2
2278232233,149,48,5,9,2
2540980080,150,152,4,2,4
2540641336,32,1,2,1,2
2547491116,16,1,1,2,1
2618640311,12,0,2,3,1
2541812852,61,57,34,3,7
2596356090,8,3,4,2,2
2540735052,0,0,1,1,1
2519253568,87,9,2,5,2
2535566890,5938,75,54,28,15
2532506961,12598,14370,105,9,32
2625921334,24,7,2,7,2
2570876716,19,3,2,0,2
2320571535,5,2,2,0,2
2408616836,3,5,1,2,1
2344950093,76,2,2,1,1
2465780443,2,0,1,0,1
2542498820,10,0,1,1,1
2519831355,24,7,1,0,1
2555792390,2,2,1,1,1
2499298823,24,18,2,1,2
2604536080,103,11,11,10,8
2616290996,58,33,1,0,1
2304107826,12,0,1,0,1
2428382467,161,1,2,2,2
2276460202,329,99,8,0,4
2300488657,19,6,1,0,1
2321025217,53,28,11,2,4
2283009546,7,7,7,0,2
2622679000,8,2,2,0,1
2335926569,53,23,1,0,1
2415170714,86,49,6,1,5
2291923287,1,1,1,0,1
2532926419,13,16,1,1,1
2389736631,0,0,0,1,0
2472270974,132,8,5,1,0
2390024977,2887,3,33,0,8
2417907396,516,0,4,7,2
2514880669,4,5,2,1,2
2546525472,306,29,15,1,11
2454776899,54,29,3,3,3
2389891260,4272,4955,146,0,32
2496550913,24,25,4,0,1
2389334004,1520,0,12,1,2
2525418787,430,46,6,9,5
2426094327,367,0,3,3,3
2282594982,31,37,4,1,2
2377347367,2399,5,8,1,2
2309126247,37,0,1,3,1
2390653455,29,64,8,0,1
2389875437,2354,0,5,0,1
2564249929,509,634,9,0,1
2271774186,1,1,1,1,1
2394800356,8,0,1,0,1
2448591120,101,0,2,1,2
2494695958,10,10,1,0,1
2391540821,1,0,1,0,1
2552315306,754,73,4,6,3
2368306114,1847,427,19,0,7
2603240605,1,1,1,1,1
2571937135,37,18,7,0,4
2520130599,81,47,1,4,1
2365259666,566,199,7,6,3
2448959577,141,40,4,10,4
2377410976,451,4,4,1,2
2497199317,818,99,4,3,3
2598414034,2,0,1,1,1
2616839567,1,0,1,1,1
2562870603,72,0,1,1,1
2593194103,152921,2377,713,159,12
2566488351,1,1,1,1,1
2576019481,24,32,2,1,1
2562920434,24,6,2,1,1
2559832973,28,21,4,2,3
2542640929,1195,933,8,7,3
2564165643,152,3,3,1,2
2423602228,281,4,7,3,4
2559870201,85,115,2,1,1
2476323666,736,13,26,0,7
2561501651,15,3,2,2,1
2535585529,1753,1351,2,2,1
2509599018,18,18,1,2,1
2491706379,295,4,11,10,5
2462185471,655,36,17,6,12
2494241727,1,1,1,0,1
2608653300,9,10,4,0,3
2476530035,4,4,4,0,3
2622031569,0,9,3,0,1
2471902595,3,0,1,0,1
2616391061,14,9,1,0,1
2550926383,1,1,1,2,1
2481648107,1,1,1,2,1
2471862155,25,24,3,1,2
2476534203,0,0,1,0,1
2615665027,166,18,5,0,4
2602539480,2,0,1,0,1
2437503633,59,62,14,0,8
2615743216,246,0,5,0,3
2479920857,193,62,6,3,2
2471728873,25,0,2,0,1
2474912280,2,0,2,0,2
2433102223,1170,382,73,0,22
2438259044,86,38,11,0,10
2437424735,4,2982,6,0,4
2489869522,13,1,3,3,2
2492797998,51,5,5,0,4
2480844148,3,0,1,2,1
2597177123,220,21,8,0,5
2436370901,259,665,6,0,3
2585293213,753,23,10,0,4
2435594984,64,18,1,0,1
2587797965,2140,12,29,0,9
2615739647,1,1,1,0,1
2597060187,7,3,3,0,3
2616211667,94,4,3,0,2
2603266752,42,8,3,4,2
2311135244,47,34,1,2,1
2494642011,49,1,1,1,1
2528652587,713,1,13,1,7
2588157874,192,307,2,0,1
2495898202,14,4,3,7,2
2484707366,2,2,1,1,1
2349121305,5,9,2,0,1
2323330865,3,6,1,0,1
2318738864,1,1,1,7,1
2435007062,62,11,8,0,3
2527047579,515,46,7,13,6
2515872022,686,519,55,2,17
2449229785,111,2,4,1,3
2464579828,10,0,1,0,1
2311987158,35,37,6,0,2
2612366872,0,15,1,0,1
2437191001,15,2,2,3,2
2580248002,9,9,2,3,1
2576926950,8,11,4,1,2
2382948542,1,1,1,2,1
2586220037,26,16,2,3,1
2299160811,37,17,2,2,1
2579876450,330,128,87,3,5
2576972245,13,5,6,2,6
2603757196,308,277,2,3,1
2527018435,300,22,5,0,4
2427052772,6,13,1,0,1
2502384558,17,4,1,4,1
2399909640,20,20,2,3,1
2539734895,109,12,11,1,6
2447422619,176,65,7,0,3
2427008542,1,1,1,0,1
2469058410,1,1,1,1,1
2426632554,155,21,2,0,2
2542166636,506,243,18,2,9
2585709209,8,46,1,2,1
2334813369,57,26,3,1,3
2558924304,92,15,7,2,5
2487547495,252,260,2,0,1
2568173275,27,38,1,2,1
2515367164,170,9,5,7,4
2555714445,1,1,1,0,1
2540125471,1,1,1,0,1
2505053073,1,1,1,0,1
2447364301,21,52,2,0,1
2458843592,6,2,2,1,1
2533911271,2,2,1,0,1
2618364523,167,14,3,1,3
2453927109,4,1,2,0,2
2433439477,2,2,1,0,1
2606919104,250,250,2,0,1
2573582441,7,3,2,2,2
2389547395,18,12,2,1,1
2505480750,2,2,1,2,1
2520759800,79,79,2,0,1
2521500649,31,6,1,0,1
2437072422,1,1,1,0,1
2623014713,250,250,2,0,1
2453780393,3,3,3,6,3
2441193220,4,4,1,0,1
2533685733,7,4,1,6,1
2428326051,2,2,1,0,1
2438830505,4,4,1,0,1
2556041127,1,1,1,0,1
2547160591,79,1,2,0,2
2570439936,12,4,1,1,1
2599738849,45,40,13,1,10
2458844354,3,1,2,0,1
2614562471,2,2,2,0,2
