id,additions_api,deletions_api,changed_files_api,n_comments,dir_count_api
2545229558,75,1,2,0,2
2625726376,94,76,4,0,2
2504403825,285,19,29,0,2
2542284571,110,150,2,0,1
2497426154,292,18,29,0,2
2542348118,99,197,6,0,3
2542515558,71,122,6,0,3
2283306361,7,4,1,1,1
2615010492,240,0,1,0,1
2510417155,145,5,10,1,5
2310214732,83,1896,8,0,4
2594729091,660,134,2,11,1
2594565096,3,3,1,4,1
2614955363,3,3,2,1,1
2624303187,3803,0,4,14,1
2395115054,1,1,1,1,1
2500293367,3,3,1,1,1
2297060598,6,0,1,2,1
2375658122,204,13,2,13,1
2358584787,228,14,7,19,6
2356811134,16,17,2,3,1
2508460004,5,0,1,7,1
2324820450,3,2,1,3,1
2388821853,1,1,1,4,1
2299783994,1,1,1,1,1
2587748411,2,2,2,7,1
2576170856,171,0,1,3,1
2539323484,4,5,2,10,2
2406852638,59,50,1,5,1
2298771167,33,8,1,2,1
2417219216,321,0,4,24,3
2351395795,2,4,1,5,1
2516472685,3,3,2,3,1
2512912380,38,16,1,6,1
2549389261,1,1,1,2,1
2607579182,143,58,2,2,1
2539213449,71,40,5,4,3
2436309532,48,57,1,2,1
2545065096,225,9,6,46,1
2401640246,220,32,7,29,3
2613438730,137,49,4,8,2
2522491150,205,17,2,13,1
2544691147,168,101,8,4,2
2389612810,3,3,2,4,1
2609645127,116,5,5,22,3
2312748329,28,3,5,1,4
2522016927,1,1,1,1,1
2275434469,1,1,1,1,1
2296705592,1,1,1,1,1
2554739240,367,1223,30,2,19
2460742554,37,0,1,1,1
2321754695,79,4,4,52,3
2519312120,1,1,1,1,1
2316019138,3,3,2,2,1
2462960082,12,22,4,0,3
2309445706,53,0,3,13,2
2312226914,45,5,4,17,4
2264362085,24050,5804,497,1,48
2379518102,160,40,7,17,5
2336485928,45,17,3,3,2
2296367778,193,150,4,1,4
2360210298,385,125,26,0,16
2543693911,1191,458,64,21,23
2451545993,402,195,19,0,13
2398244216,7,9,1,0,1
2332826449,452,474,30,1,14
2364987713,161,32,8,4,3
2502403389,6,6,2,1,1
2474534414,191,123,10,1,7
2487386742,13,13,3,0,3
2462895488,20,25,12,0,11
2477430499,3,3,1,0,1
2401734461,509,406,6,0,4
2401612063,7,3,3,0,3
2425245696,1139,486,13,0,4
2487340922,1359,956,82,0,36
2522743052,10,3,1,0,1
2480201376,17,2,2,0,2
2506345036,30,29,2,0,2
2309533660,742,388,72,1,48
2615209155,14,2,1,0,1
2583077255,82,41,7,0,5
2618077927,654,23,8,1,5
2259135596,1,1,1,1,1
2502017000,43,39,6,0,6
2413851939,83,39,4,0,3
2378763035,543,143,10,0,7
2341339009,5,6,4,1,3
2501616219,3,3,1,1,1
2336377580,21,10,2,4,2
2604565970,6,6,6,0,4
2538594489,2,2,1,1,1
2294642912,312,331,1,1,1
2484321042,1,1,1,1,1
2324987642,17,16,5,1,3
2615934240,2,1,1,1,1
2576212936,38,31,4,2,3
2311893135,1379,223,18,0,8
2311360843,209,203,10,0,8
2624642463,3,3,2,2,2
2572603260,23212,161834,557,1,36
2545078467,60,5,2,2,2
2609265491,1767,175,127,9,6
2435585913,412,123,14,1,9
2311348418,981,290,18,0,9
2408852397,5,1,1,0,1
2382167956,119,112,12,5,6
2435991186,1,1,1,0,1
2404174558,104,0,2,1,2
2330257831,315,8,11,2,10
2293370285,1232,216,41,1,20
2431203212,216,108,9,1,4
2555512787,6,9,1,2,1
2456276880,960,350,44,16,19
2563903991,23,1,1,3,1
2565726131,57,7,1,2,1
2550877508,471,441,5,2,2
2565644454,24,18,4,2,3
2583106896,7,6,1,7,1
2547678011,200,3,3,2,3
2562259682,89,27,1,3,1
2602952332,6,3,1,3,1
2379695788,3,3,1,1,1
2291207655,1646,24,16,1,10
2570576379,29,1,1,5,1
2597782407,1,1,1,0,1
2257179169,14,4,4,1,3
2565581414,161,114,1,3,1
2272646019,96,146,32,1,10
2604609540,26,2,1,3,1
2536363295,1,1,1,0,1
2498719778,187,8,8,2,1
2354988153,3,3,1,0,1
2425134209,348,299,6,0,1
2485441229,70,61,1,2,1
2352020703,7,0,1,1,1
2563185756,9,1,2,1,1
2428652261,25,12,3,0,1
2599277692,0,4,1,1,1
2462855279,0,6,1,0,1
2585421980,6,6,1,0,1
2512329986,247,30,14,3,6
2310831032,69,163,9,0,4
2608571818,3,3,2,1,2
2494991805,1,0,1,1,1
2511573741,609,82,18,7,11
2330980625,119,101,2,0,1
2345504485,766,69,11,0,3
2340845626,397,280,22,0,5
2367079250,13273,2078,137,0,34
2395675294,66,41,7,0,3
2301198040,7,3,1,0,1
2315875250,223,55,9,0,5
2402337662,395,48,10,0,6
2313076850,636,383,12,0,7
2609550717,38,21,6,5,4
2612919316,206,169,31,2,17
2441330487,2456,1891,42,0,21
2278053264,24,4,2,1,1
2484918046,14,2,2,0,2
2461690635,2310,2431,109,0,43
2575941825,885,802,12,0,7
2305320597,233,2,6,0,4
2580910393,1930,889,43,0,12
2537018120,48,2,2,0,2
2476594057,83,32,7,1,6
2626246528,8,5,1,1,1
2519238281,211,135,16,0,10
2465913483,19,0,1,0,1
2481709315,289,56,12,0,6
2453382337,702,218,10,1,9
2450928354,105,25,8,1,7
2569994722,160,47,9,1,5
2557989470,42,1694,17,1,5
2584884337,558,145,13,0,7
2528545960,131,153,16,0,10
2626122612,10,10,2,1,2
2589769810,312,314,20,0,15
2556672086,1294,786,80,0,19
2557888261,611,312,16,0,9
2560378946,800,738,9,0,4
2261710997,155,146,12,1,5
2513673449,292,406,23,1,11
2469501449,277,324,10,1,4
2626003056,10,10,2,1,2
2493579154,1491,876,32,0,15
2484160186,1179,420,43,1,15
2450451948,420,157,20,1,6
2518853605,212,166,16,0,7
2509501767,240,184,5,0,4
2572986666,793,530,56,1,18
2611815572,34,12,4,1,1
2626036837,195,376,7,1,6
2575200989,432,142,11,1,4
2491396276,179,19,14,1,7
2577768458,1143,678,33,1,14
2623852868,339,5,4,0,3
2626122564,33,45,1,1,1
2509347395,435,138,16,1,5
2552242339,2127,1187,45,0,15
2573445342,369,193,7,1,5
2623481282,119,41,4,1,3
2626247462,29,33,4,1,4
2589344917,10,116,5,1,3
2436081237,38,6,6,1,3
2516451492,332,197,18,1,8
2595441174,128,24,9,1,8
2526086927,70,31,6,0,4
2576938491,382,446,47,1,23
2626276248,92,6,5,1,2
2587453489,110,494,20,0,5
2569606280,2194,3637,57,0,22
2270470647,30,21,5,1,4
2615080183,9,1,1,1,1
2601888944,623,1540,54,0,21
2625227460,0,1,1,1,1
2626088660,32,25,1,1,1
2524099070,484,94,12,0,4
2507299001,318,41,10,0,5
2592025593,453,12,14,0,7
2563561538,197,76,14,1,6
2612067690,20,0,2,1,2
2586546289,137,147,12,0,4
2620190808,240,155,7,1,5
2447587540,1528,244,22,1,6
2478811107,513,253,26,1,11
2566209766,322,849,13,0,4
2534179069,23,14,4,0,3
2508734873,67,17,9,0,5
2590113345,318,7,10,0,6
2621293476,67,2,2,1,2
2548961259,48,1,3,0,3
2465603948,171,3,9,1,8
2319888544,1,1,1,0,1
2361957518,13,4,4,0,2
2615702170,11,104,4,0,3
2532214135,243,0,7,18,4
2558083620,25,0,2,1,2
2367863021,5,13,4,0,2
2548639363,293,2,10,0,6
2565653511,1,1,1,0,1
2566993973,122,17,2,1,1
2541893242,54,50,39,0,25
2566994747,6,659,2,1,1
2580102490,6,6,4,2,4
2574168998,19,6,2,2,1
2304691626,66,0,2,0,1
2579953738,49,13,2,0,2
2574264204,94,14,3,0,2
2261028540,6,6,2,2,1
2325628020,273,6,10,2,7
2578057970,39957,167,165,43,19
2469530816,686,215,41,8,16
2448487026,6,1,1,0,1
2533327793,699,71,10,9,9
2506974828,7459,13872,314,13,77
2443172805,7479,2530,195,34,54
2463098483,21,8,2,3,2
2582195311,5,6,2,0,2
2260696427,3230,295,35,2,19
2362047857,705,68,26,2,17
2526815074,677,16,32,10,19
2309219428,32356,23749,87,2,46
2470029665,104,63,5,4,4
2384650880,28,30,6,2,4
2532093175,24,31822,592,3,36
2339111160,215,74,4,2,4
2540272739,6954,6168,171,39,41
2495956871,1018,281,17,12,11
2338170711,55,37,4,2,4
2380340722,1761,892,39,2,24
2497441108,252,88,9,5,7
2268560757,1,1,1,0,1
2472725500,1607,358,51,26,27
2282816618,7,4,1,0,1
2489110927,6,6,1,1,1
2301084257,4,4,1,5,1
2378355324,36,3,2,3,2
2472009512,20,0,4,5,4
2546991296,4,2,1,0,1
2463612620,7,1,2,8,2
2568280362,13,0,1,11,1
2613813572,72,0,2,7,2
2624694383,27,27,3,8,3
2481921806,76,71,1,7,1
2616080855,59,39,18,5,7
2417335994,1200,197,22,7,17
2544833359,799,119,5,7,5
2451211089,29,4,3,8,2
2275108143,27,27,3,5,3
2305210101,7,6,3,3,2
2541060836,2952,1302,118,64,44
2619375178,104,107,7,3,1
2591529956,3,50,2,0,1
2483258537,0,0,0,0,0
2342809900,18,8,7,3,4
2524095409,22,9,1,0,1
2300139059,0,0,0,0,0
2358069163,12,12,3,5,3
2319826569,0,0,0,0,0
2270252961,362,292,6,1,3
2363146952,1130,838,5,5,5
2326990083,0,0,0,0,0
2519480153,0,0,0,0,0
2360919003,3,12,3,2,3
2410252095,5,1,1,1,1
2498655063,0,0,0,0,0
2426893941,320,235,2,0,2
2352318434,0,0,0,1,0
2448436119,37,15,8,3,3
2602557644,27,23,1,3,1
2275392075,1,1,1,3,1
2554353267,25,26,4,0,3
2352418494,8,8,1,0,1
2553300582,28,16,2,6,1
2411820236,2,2,2,0,2
2578764486,53,0,1,0,1
2487713754,1,1,1,0,1
2611684869,1,1,1,0,1
2457523234,1,4,2,0,2
2582273771,1,1,1,0,1
2275001021,9,0,3,0,1
2377302116,118,26,10,3,4
2578861372,135,0,2,2,1
2575937922,20,0,1,2,1
2551124861,10,10,4,1,2
2472527677,203,0,2,1,2
2575876171,4,6,1,1,1
2561726935,0,0,0,0,0
2373344440,45,38,21,3,5
2621504196,371,1967,201,0,4
2582637995,800,49,13,20,5
2566956123,3,105,4,1,3
2520650378,29,1,2,0,2
2542615571,47,23,1,2,1
2451597136,1282,0,10,4,1
2564044984,7711,2769,202,2,11
2581270035,1,1,1,0,1
2563728284,349,4,12,0,7
2563706628,65,2,3,0,3
2560365456,3629,900,570,0,13
2585141354,400,9,4,1,3
2560147746,201,103,14,0,2
2560136184,502,341,10,0,2
2560149533,3656,993,562,0,11
2560122629,4333,4052,559,0,11
2559941216,4703,1576,572,0,13
2560129608,429,315,8,0,1
2559854048,2,1,1,0,1
2558625062,5631,2282,573,0,13
2558599181,3801,1011,559,0,11
2560372363,263,195,10,0,5
2554854185,70,29,1,0,1
2559665796,3846,1400,559,0,11
2559851969,2,1,1,1,1
2554917190,5944,2262,575,0,13
2554877799,106,79,2,0,1
2554880444,226,79,3,0,1
2554887063,360,360,8,0,1
2554784222,760,700,20,0,1
2554774237,798,732,9,0,1
2554765072,83,62,1,0,1
2554736552,52,52,3,0,1
2554623781,155,97,6,0,1
2559914469,3390,903,559,0,11
2554686359,134,134,6,0,1
2554674743,8,7,1,0,1
2554658883,271,129,9,0,3
2554568510,17,18,2,0,1
2554864825,228,136,3,0,1
2554546170,3,0,1,0,1
2554583815,61,38,9,0,1
2554500040,106,116,1,0,1
2431834812,32,0,1,0,1
2431912026,0,32,1,0,1
2553980296,7,29,2,2,1
2347445194,5,0,2,1,2
2353118979,47,4,2,2,2
2316356365,292,0,1,1,1
2554532476,0,0,0,0,0
2431916953,32,0,1,1,1
2277950711,4,1,2,2,2
2257049791,246,19,5,1,3
2297161612,14,4,1,1,1
2291150841,337,0,2,1,2
2625714807,30,29,2,0,1
2616732169,634,0,7,4,6
2467788242,22,0,1,3,1
2371172565,3,1,1,0,1
2625803728,4,4,1,0,1
2577602321,30,6,1,15,1
2334155600,394,1,11,4,7
2278910679,1,1,1,0,1
2260678480,27,15,2,1,2
2275685120,14,20,3,0,3
2502348618,6,5,2,0,1
2542555750,1495,991,72,4,26
2542407651,1,1,1,0,1
2484533924,378,45,18,1,10
2525453714,9,36,2,0,2
2495510561,293,38,2,1,2
2371342937,135,57,9,0,3
2397977071,134,120,1,1,1
2589618139,3,3,1,0,1
2603520463,9,0,1,0,1
2282823810,46,13,1,1,1
2387454943,3,2,1,0,1
2274425518,18,16,1,3,1
2432640500,48,52,7,1,5
2260964437,1,1,1,0,1
2562671595,147,0,1,9,1
2590450318,30955,8759,224,2,31
2445432068,4,3,1,0,1
2581792527,466,273,7,2,2
2596678309,33268,3780,700,0,7
2434112486,3,3,1,4,1
2363123934,32,30,1,4,1
2347362955,7,0,2,1,2
2372788753,51,21,3,2,2
2358499563,2,2,1,2,1
2442350695,9,8,3,4,3
2493032839,112,50,6,4,5
2603729434,93,21,4,2,2
2625489109,2,0,1,1,1
2488504023,2,2,1,0,1
2502787816,3,3,2,4,2
2530990609,2,12,1,0,1
2411045745,13,2,2,4,2
2482247793,831,43,16,4,9
2509315930,11,0,1,0,1
2330411690,340,67,2,5,2
2556477053,706,871,40,1,21
2320579589,42,4,5,0,4
2466436465,661,646,10,4,9
2297770994,574,46,5,12,5
2324174386,2852,2730,7,1,2
2288589684,2513,2499,3,1,1
2499923149,3092,3087,6,1,2
2552754718,193,130,4,6,2
2324171754,2846,2725,5,1,1
2337049092,128,0,5,55,5
2297622997,2109,602,56,7,44
2366406843,12,12,2,2,1
2349702458,76,42,1,1,1
2585335660,531,60,5,3,2
2380422886,12,12,2,3,1
2469822268,3,3,2,4,1
2297693881,84,39,3,0,3
2366586187,162,45,26,6,22
2463475716,373,268,21,1,13
2430056049,22,959,2,2,1
2354738286,94,62,14,2,14
2322106118,44,0,3,0,1
2583331710,55,56,1,3,1
2292473516,310,42,11,1,9
2433244925,471,71,47,7,23
2554764917,289,134,5,0,2
2588203587,9,4,2,1,2
2426309146,237,39,29,0,19
2337356962,262,23,12,2,4
2272181689,150,100,10,0,6
2300692501,1166,185,79,0,38
2323701015,626,23,40,0,23
2347942368,305,200,10,0,9
2319543103,56,0,2,3,1
2380434284,145,73,2,0,2
2481214728,2,2,1,1,1
2393168276,30,31,5,5,3
2379750213,213,14,11,2,8
2443480279,1,1,1,1,1
2290575196,87,40,7,0,6
2286492758,81,81,72,1,72
2304626801,33,11,1,0,1
2563468643,100,80,2,1,2
2404812844,63,11,3,0,2
2441049571,52,19,6,0,6
2560530712,9,9,3,0,2
2539606738,127,31,12,4,4
2539547469,766,74,30,3,7
2539539646,849,165,45,0,11
2537357492,74,85,63,0,19
2537322597,48,0,1,0,1
2537321465,44,0,1,0,1
2288631436,3,11,2,0,1
2537282448,22,1,1,0,1
2539505218,451,210,6,0,4
2539572445,305,75,20,3,6
2469944485,428,295,5,0,4
2490892979,19,4,2,1,2
2493648809,61,8,5,3,4
2406539556,146,58,5,0,3
2397893359,230,142,11,0,9
2536769197,9,9,2,1,1
2484129541,72,5,6,0,4
2497277018,1236,494,40,0,25
2422113911,137,16,4,0,4
2588827792,1,1,1,0,1
2477404132,1,1,1,0,1
2365990482,1,0,1,0,1
2487735017,1,0,1,0,1
2616408048,3,3,1,0,1
2260010165,33,62,7,0,5
2337747904,118,38,5,0,5
2526682470,1,1,1,0,1
2422954606,62,2,3,1,3
2256770133,131,19,3,0,2
2519573266,4,3,1,1,1
2338225642,1,18,1,3,1
2575521354,731,449,4,6,1
2585418063,82,1,5,2,3
2575608843,35,13,1,1,1
2575890016,478,23,11,2,9
2411219815,40,0,1,4,1
2471219598,91,62,1,3,1
2427144857,1759,194,7,4,1
2460037014,30,290,3,3,1
2574362826,133,103,6,2,4
2389165785,216,82,6,4,3
2585046436,489,47,16,2,9
2543921629,2,2,2,2,1
2566098018,10,4,2,1,2
2389061960,599,137,15,2,5
2291582782,1,1,1,0,1
2575818233,218,2,5,2,3
2423273132,4,0,1,3,1
2494843806,5,2,1,2,1
2544065380,90,12,5,2,1
2456014949,4900,58,37,2,5
2273136421,110,0,1,1,1
2479252525,3318,4203,4,2,2
2454906586,14,13,2,6,2
2380807513,4091,1187,31,2,8
2467263913,1,1,2,3,1
2535068880,1,1,1,4,1
2472192708,12339,130,79,1,13
2576271846,15,11,5,2,2
2493189964,103,55,9,20,5
2512164134,6,4,1,9,1
2377015801,917,293,17,0,11
2518283279,490,358,8,0,2
2484732268,771,62,10,15,4
2591604767,44,20,1,0,1
2604955971,106,4,5,3,2
2487252096,53,31,2,0,2
2571668210,250,1,2,1,2
2430389456,71,1,2,0,2
2454013165,5,0,2,1,2
2439592187,12,2,4,5,3
2334846054,1129,607,18,1,11
2626076166,0,1,1,1,1
2626076031,0,10,1,1,1
2432101093,5,5,2,0,1
2600513549,10,5,1,1,1
2619988645,77,56,5,1,2
2366205636,4,4,2,3,1
2580988901,1885,1114,52,0,19
2609241400,52,0,4,3,3
2579713983,15,12,1,0,1
2608972281,41,41,3,0,2
2582991119,6,6,1,1,1
2582991068,2,9,1,1,1
2576292067,6,4,4,1,4
2589285948,3,1,1,1,1
2582990848,3,1,1,1,1
2582991823,11145,6169,2,1,1
2582990950,3,4,1,1,1
2537422511,16,8,4,1,4
2356414770,90,9,3,1,1
2541505074,1,1,1,1,1
2558104630,0,0,44,1,14
2369962971,1,79,1,1,1
2402397520,141,30,10,1,7
2325506334,22,22,16,1,16
2549137011,865,774,175,1,26
2408401829,383,0,6,1,2
2598419909,4552,2909,63,3,3
2387649052,342,138,31,3,11
2394841486,20,14,2,2,1
2566330172,66,7,1,2,1
2332778356,0,88,4,1,1
2394779957,26,2,2,2,1
2521611141,1,1,1,2,1
2474291723,16,0,1,0,1
2535511067,372,9,8,11,3
2377700185,3,2,2,3,2
2479037533,1,1,1,1,1
2289082018,38,0,3,2,1
2473859555,4,5,1,0,1
2611973208,9,5,1,4,1
2488262895,58,2,3,2,1
2592731731,8,8,2,1,1
2622547226,238,263,14,2,2
2550767144,335,8,5,0,3
2308427998,2,3,1,0,1
2624058774,1,1,1,0,1
2263730889,1,1,1,0,1
2379090482,1,1,1,2,1
2469043816,28,2,1,1,1
2380486063,15,3,3,1,3
2397548462,1,1,1,0,1
2576837001,4,4,1,0,1
2332201614,6,0,1,0,1
2467087648,141,156,27,0,22
2612105218,821,1592,66,0,27
2351814084,210,210,25,7,2
2516078067,12,0,1,3,1
2398672334,9,3,2,2,2
2329638647,14,0,1,0,1
2540205307,13,0,1,0,1
2318431305,12,0,2,0,2
2313538708,39,0,3,0,3
2324729363,9,0,1,1,1
2327036682,28,2,1,0,1
2323035542,14,0,1,0,1
2311076475,74,0,2,0,2
2316037544,0,0,0,0,0
2619653405,0,2,1,2,1
2442156837,46,38,4,0,4
2380364318,14,14,7,0,2
2379891017,21,0,1,1,1
2531400652,104,70,3,0,2
2529932539,57,80,5,8,3
2528604644,2,2,2,1,1
2435240172,25,2,1,0,1
2428809864,1,1,1,2,1
2297767998,5,0,1,0,1
2561950450,436,3,10,11,6
2283224488,123,8,27,6,4
2454560381,5,0,2,0,1
2318423419,72,120,4,1,3
2399171483,35,3,6,4,4
2402331812,27,21,17,4,7
2498763474,1,1,1,2,1
2467070798,3,3,2,0,1
2460833477,1,1,1,1,1
2501855063,2,2,2,0,2
2313578630,120,72,4,14,3
2608313319,3,0,1,0,1
2546978777,5,5,3,0,2
2319010257,5,5,2,1,1
2598653907,6,0,2,0,2
2397352966,26,16,2,1,2
2453465333,477,445,13,0,8
2285102347,3,3,2,0,1
2299981717,12,9,7,0,7
2554112389,101,101,68,9,58
2524707305,142,68,12,2,8
2459060186,1,1,1,1,1
2430235639,1079,1316,35,4,18
2317958049,5,2,2,1,2
2398457859,895,848,13,2,9
2619937515,30,9,1,2,1
2430091602,3,0,1,2,1
2494089419,46,86,8,2,6
2437401176,264,64,19,3,10
2526673638,38,20,4,1,4
2427662341,536,615,16,2,7
2594304617,1360,1231,10,2,7
2313901417,464,11,10,2,7
2340548106,5808,931,53,11,26
2519619953,20312,34520,30,2,23
2404325040,393,56,4,4,2
2354108884,162,16,4,2,4
2343241139,1458,56,49,20,21
2484797091,60,44,2,0,1
2481942794,6,2,1,1,1
2504407177,19,18,1,11,1
2329150622,134,95,3,4,1
2510845563,16,16,1,2,1
2476086720,2,2,1,3,1
2496519503,32,61,2,1,1
2615872006,102,1,3,4,2
2305781120,9,9,2,3,2
2462032838,11700,7907,12,2,9
2538377131,21,0,1,0,1
2586127871,2060,6048,1,0,1
2447986994,8153,23,77,0,43
2621824281,179,37,9,2,4
2567620533,2212,1264,30,0,6
2455226203,230,231,1,0,1
2340735626,4,4,4,1,1
2482874927,906,848,1,0,1
2539239103,1743598,561,28,0,12
2455226189,194,195,1,0,1
2430116773,4,4,4,0,1
2323589671,265,286,1,0,1
2575018131,275,261,1,1,1
2591745342,2107,54,18,37,8
2588957838,671,641,6,0,2
2588598717,2423,2358,24,22,5
2552508179,200,385,18,0,6
2538980518,250,73,14,5,9
2620544549,3,75,2,1,2
2542856266,112,29,6,3,3
2523648264,38,6,5,1,3
2376677305,1,0,1,2,1
2390220557,129,93,3,2,1
2542859516,29,0,3,4,3
2553609498,73,4,1,4,1
2542860593,29,16,2,2,1
2542862149,81,34,9,1,6
2523660028,3,3,3,1,3
2542698947,260,75,18,1,11
2542857486,18,1,1,2,1
2543178887,5,5,4,1,4
2376682075,3,3,3,1,3
2558416409,1386,44,22,1,13
2527565003,221,76,6,1,3
2484432704,23,15,3,1,2
2276729451,18,8,1,6,1
2377851272,71,53,1,2,1
2462763633,35,35,1,2,1
2542087132,243,158,9,0,5
2263742330,3,3,1,3,1
2512504310,6,11,1,1,1
2393313048,9,0,1,2,1
2341684866,2,2,1,0,1
2581279331,1,1,1,5,1
2466986860,1,1,1,0,1
2564929571,2,2,2,0,1
2590924827,74,29,4,0,2
2282210055,586,263,26,60,12
2590842792,321,342,4,0,3
2410207530,30,41,1,2,1
2322997669,441,418,42,3,28
2588206110,156,11,4,0,3
2389295388,1,1,1,1,1
2393403477,1,1,1,0,1
2426401975,1,1,1,0,1
2290135343,22,7,1,6,1
2461251769,2,2,2,0,1
2399592192,3,5,1,1,1
2622898187,89,140,3,2,3
2399599098,2,6,1,1,1
2613742300,244,3,3,3,2
2607772886,11,3,1,0,1
2410677100,7,11,1,1,1
2457105849,248,99,17,0,4
2616880103,12,5,4,1,3
2471938138,72,18,5,0,3
2391310846,1,1,1,0,1
2534027252,4819,5169,73,0,4
2463452588,5,2,3,2,3
2531831858,365,2,2,6,2
2469609973,13,4,1,0,1
2259285263,3,2,1,0,1
2261213844,2,0,1,0,1
2469581375,5,1,1,0,1
2464588695,476,427,70,0,14
2526193014,441,442,78,1,18
2302374223,135,133,1,0,1
2420351010,1,1,1,1,1
2447341897,18,0,2,0,1
2382623062,1,0,1,4,1
2574654580,29,62,2,0,1
2456333978,2,2,1,4,1
2442096129,1864,373,15,0,12
2441289223,148,13,2,0,2
2603356220,2110,249,42,15,27
2381144892,50,7,3,0,3
2420899942,2430,313,21,0,7
2381104965,1,1,1,0,1
2541261925,1276,329,26,0,16
2329041793,4,1,2,0,2
2524180167,1,1,1,0,1
2524313861,54,53,1,0,1
2364508628,6,1,1,2,1
2617731143,4,5,1,0,1
2524300649,20,116,1,0,1
2538113340,13,15,2,0,1
2338439712,153,0,1,0,1
2522826360,388,163,12,52,8
2357876289,2,2,1,0,1
2467731527,9,1,2,4,2
2604239927,148,22,4,3,3
2446905064,575,88,32,51,19
2429006764,20,8,4,2,3
2268158877,35,17,3,0,1
2300418250,1,0,1,0,1
2497762701,1,0,1,0,1
2417932411,1239,56,51,29,11
2489002783,30,6,4,0,1
2554942977,76,0,1,0,1
2327275375,62,26,6,0,3
2540229920,2,2,2,0,2
2578194357,95,49,4,0,2
2586756491,38,13,2,1,2
2518951807,13,1,2,2,2
2595805087,1315,7712,15,0,9
2391217378,54,54,3,3,3
2568191623,1,1,1,1,1
2503986210,652,592,8,3,2
2509312255,533,529,34,2,4
2541264579,47,1,1,5,1
2512020696,120,83,7,7,4
2331879601,830,45,14,2,5
2265598773,49,41,7,1,6
2270347369,3,6,1,1,1
2305166022,54,4,2,2,1
2567130351,5,1,1,0,1
2296524441,2,0,1,1,1
2600095866,26,2,2,1,2
2262303629,1,1,1,1,1
2546726071,6,5,2,0,2
2449472145,19,14,2,0,2
2410149170,21,1,5,1,5
2388385142,100,11,5,0,3
2529923764,5,1,1,0,1
2434289186,15,3,3,0,3
2502086135,10,1,1,1,1
2453108245,431,60,4,0,2
2548010588,118,13,9,9,4
2336345537,54,29,6,0,3
2622304646,1,1,1,3,1
2469218203,256,111,4,16,3
2324329172,6726,31,15,23,8
2464811084,110,38,5,3,4
2551797459,6,3,2,2,1
2269208152,16,6,4,1,2
2405425459,26,5,2,3,2
2540094792,355,100,14,3,5
2438613169,5,5,1,1,1
2267093351,740,1,3,3,2
2323251053,139,8,2,1,2
2461755763,171,2,8,7,8
2420444104,20,0,2,2,2
2357991464,17,182,1,2,1
2335012557,2,1,1,1,1
2373613888,15,1,2,3,2
2625000241,11,19,2,1,2
2358030784,77,7,5,5,5
2433157502,62,4,1,1,1
2298333196,202,68,12,1,9
2260559688,10,0,1,1,1
2460663894,1,1,1,0,1
2464430827,27,20,4,6,1
2398678659,3,3,1,1,1
2417566506,46,18,1,1,1
2437889808,4,2,1,3,1
2494218951,270,271,23,2,15
2260424855,272,30,10,7,6
2355210209,1,0,1,1,1
2338275002,9,5,1,2,1
2383996167,1,1,1,1,1
2266448068,91,18,3,5,3
2542040727,494,616,14,6,7
2264723790,421,64,10,3,6
2434623481,3,3,1,5,1
2582260198,180,173,5,2,5
2266548773,0,10,1,2,1
2405080716,154,27,4,7,4
2386305443,3,3,1,5,1
2276646187,6,5,1,5,1
2504141769,2386,1917,52,1,22
2517537659,36,20,2,1,1
2415571459,4,1,1,2,1
2583101319,700,594,33,3,7
2367903236,7,6,1,0,1
2471128478,6,6,1,0,1
2496728907,5,335,9,4,2
2601081240,3,3,2,1,2
2340618989,76,2,2,1,1
2341907949,197,165,12,5,10
2426005454,580,0,4,97,2
2471316616,7,21,1,3,1
2614302530,2,2,1,0,1
2348917346,19,0,5,4,5
2624270233,379,133,5,13,3
2556618161,65,0,3,0,3
2610758760,2737,49,13,0,7
2556631520,64,0,4,0,3
2591486529,762,0,8,1,4
2306686014,34,2,3,2,2
2556620672,66,0,3,0,3
2556624638,61,2,5,4,2
2300590541,173,98,13,1,2
2526360502,3,2,2,3,2
2619369096,27,1,1,5,1
2298278385,3,2,2,2,2
2497988702,2,2,1,2,1
2324124560,3,2,2,2,2
2414338451,27,6,3,2,2
2264866046,101,40,5,10,5
2483742506,3,2,2,2,2
2581187045,19,16,3,4,2
2496996363,3,2,2,2,2
2426910149,3,2,2,2,2
2351172722,3,2,2,2,2
2337933523,3,2,2,2,2
2334947154,119,9,9,12,9
2469582871,3,2,2,2,2
2273537170,4,3,2,2,2
2272037232,3,2,2,2,2
2310981224,10,9,4,2,2
2351775516,3,2,2,2,2
2526086335,3,2,2,3,2
2411231105,3,2,2,2,2
2483829461,3,2,2,2,2
2366373574,3,2,2,2,2
2585070902,12,13,1,2,1
2337922067,3,2,2,2,2
2366132368,3,2,2,2,2
2366373321,3,2,2,3,2
2427079197,3,2,2,2,2
2455680942,3,2,2,2,2
2525390813,4,4,1,2,1
2427248666,12,11,4,2,2
2609356347,3,2,2,3,2
2351796673,7,6,4,2,2
2483524940,60,59,4,2,2
2285691491,3,2,2,2,2
2271983888,3,2,2,2,2
2510522034,5887,5432,1,11,1
2469601792,3,2,2,2,2
2455653373,3,2,2,2,2
2497001843,3,2,2,2,2
2515295885,31,3,2,3,2
2285654376,3,2,2,2,2
2455463909,15,14,4,2,2
2609142999,3,2,2,3,2
2609347659,3,2,2,3,2
2323978728,3,2,2,2,2
